id,title,authors,venue,year
4708,surfing wavelets on streams : one-pass summaries for approximation aggregate queries,"ac gilbert , y kotidis , s muthukrishnan , mt strauss","proceedings of 27 thvery large data bases ( vldb ) conference ,",
4709,wa gray and rf churchhouse . ( 1994 ) providing dynamic security control in a federated database,nb idris,"proc . 1994 intl. conf . on very large databases ,",
4710,discovery of influence sets in frequently updated databases,"i stanoi , m riedewald , d agrawal , a el abbadi","proceedings of the 27th international conference on very & hellip ; ,",2001
4711,energy efficient indexing on air,"t imiehnski , s viswanathan , br badrinath","proc . acm sigmod conference ,",
4712,efficient structural joins on indexed xml documents,"c shu-yao , z vagena , z donghuiâ ? ¦","proceedings of the vldb conference , hongkong ,",
4713,guest editorial,"pa bernstein , y ioannidis , r ramakrishnan","the vldb journal the international journal on very large & hellip ; ,",2003
4714,stream : the stanford stream data manager,d proposal,,
4715,datamine-interactive rule discovery system,"t imielinski , a virmani",,
4716,efficient algorithms for processing xpath queries,"g koch , c koch , r pichler","28th vldb conference ,",
4717,research and productsâ ?? are they relevant to each other ? ( panel session ),h edelstein,"proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995
4718,order-of-magnitude advantage on tpc-c through massive parallelism,c levine,,
4719,"new tpc benchmarks for decision support and web commerce . the sigmod record , 29 ( 4 )","m poess , c floyd",,2000
4720,watermarking relational databases,"r agrawal , j kiernan","vldb ,",2002
4721,a database perspective on lotus domino/notes,c mohan,"sigmod conference ,",1999
4722,wavecluster : a multi-resolution clustering approach c 1 1 2 1 group for very large spatial databases,"g sheikholeslami , s chatterjee , a zhang",proc . 24th intâ ?? l conf . very large data,
4723,agflow : agent-based cross-enterprise workflow management system,"l zeng , b benatallah , p nguyen , ahh ngu","proceedings of the 27th international conference on very & hellip ; ,",2001
4724,"timber : a native xml database , 2003","hv jagadish , s al-khalifa , a chapman , lvs",vldb,
4725,improved histograms for selectivity estimation,"v poosala , y ioannidis , p haas , e shekita","proc . of acm sigmod , montreal , canada ,",
4726,carnot and infosleuthâ ?? database technology and the web,"n jacobs , r shea",proc . of acm,
4727,"tsql2 language specification , 1994",rt snodgrass,available by ftp from ftp . cs . arizona .,
4728,scam : a copy detection mechanism for digital documents,"n shivakumar , h garcia-molina",,
4729,view management in multimedia databases,"sc kasim , e lemar , vs subrahmanian","the vldb journal ,",
4730,"h. , stonebraker , m. , ullman , j. , 1998 , â ?? the asilomar report on database researchâ ??","p bernstein , m brodie , s ceri , d dewitt , m",sigmod,
4731,dataguides enabling query formulationandoptimizationinsemistructureddatabases,"r goldman , j widom","proc . vldb conf ,",
4732,a comprehensive xquery to sql translation using dynamic interval coding,"d dehaan , d toman , mp consens , mt ozsu",proceedings of the acm,
4733,the microsoft database research group,"d lomet , r barga , s chaudhuri","sigmod record ,",1998
4734,s. zdonik disseminating updates on broadcast disks,"s acharya , m franklin",22nd vldb conference,
4735,describing and using query capabilities of heterogeneous sources ( extended version ) . available,"v vassalos , y papakonstantinou","stanford . edu/pub/papers / , le query-cap-ext .",
4736,data modelling versus ontology engineering,r meersmanâ ? ¦,"sigmod records ,",
4737,"the five-minute rule ten years later , and other computer storage rules of thumb","g graefe , j gray",,
4738,aggregate-query processing in data warehousing environments,agvhd quass,,
4739,advances in databases and information systems : report of 5 theast european conference adbis ' 2001,"a caplinskas , j eder , o vasilecas","acm sigmod record ,",2002
4740,amalgamating knowledge bases,vs subrahmanian,"acm transactions on database systems ,",1994
4741,business process cockpit,"m sayal , f casati , u dayal , mc shan","vldb ,",2002
4742,integratingcontentsandstructuresintextretrieval,"r baeza-yates , g navarro","sigmod record ,",
4743,a taxonomy for secure object-oriented databases,"ms olivier , sh von solms","acm transactions on database systems ,",1994
4744,report on the first international workshop on efficient web-based information systems,"z lacroix , o boucelma","acm sigmod record ,",2003
4745,the demarcation protocol : a technique for maintaining arithmetic constraints in distributed database,d barbara911 barbara,"cs-tr-320-9 1 , princeton university , april 199",
4746,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han","vldb ,",1994
4747,niagaracq : a scalable continuous querysystemfor internetdatabases,"j chen , dj dewitt , f tian , y wang","sigmod conference ,",
4748,"l. , jordan , mj , printezis , t. , and spence , s. 1996 . an orthogonally persistent java","mp atkinson , es dayn",sigmod,
4749,"etal , combinatorial pattern discovery for scientific data : some preliminary results","jtl wang , gw chirn , tg marr","& hellip ; the 1994 acm international conference on management of data ,",
4750,issues in data stream management,l golab,"sigmod record ,",2003
4751,comaâ ?? a system for flexible combinationofschemamatchingapproaches,"h do , e rahm","proc . 28thinternational conference on very large data bases ,",
4752,semantic data cachingand replacement,"s dar , mj franklin , b jonsson , d srivastava , m tan",proceedings of the 22th vldb,
4753,domino : databases for moving objects tracking . sigmod 1999,"o wolfson , ap sistla , b xu , j zhou , s chamberlain","proceedings acm sigmod international conference on & hellip ; ,",
4754,"object-relational database systems-principles , products and challenges","k kulkarni , n mattos , a nori",,1997
4755,explaining differences in multidimensional aggregates - group of 11 & raquo ;,s sarawagi,"geography ,",
4756,answering queries with aggregation using views,"d srivastava , s dar , hv jagadish , ay levy","vldb ,",1996
4757,"integration of spatial join algorithms for processing multiple inputs , acm sigmod intl","n mamoulis , d papadias","conference on management of data ,",
4758,"bcontinuous nearest neighbor search , ^ in proc","y tao , d papadias , q shen","intl. conf . on very large data bases ( vldb ) , 287y298 ,",
4759,andm . vincini . semanticintegration of semistructured and structured data sources,"s bergamaschi , s castano","sigmod record 28 ,",
4760,tam : a system for dynamic transactional activity management,t zhou,"sigmod conference ,",1999
4761,efficiently publishing xml views of relational databases,"j shanmugasundaram , e shekita , r barr","proc . of vldb ,",
4762,buffering and read-ahead strategies for external mergesort,"w zhang , pa larson","proceedings of the international conference on very large & hellip ; ,",1998
4763,gigascope : a stream database for network applications,"t johnson , c cranor , o spatsheck , v shkapenyuk","proc 2003 acm sigmod international conference on management & hellip ; ,",
4764,join synopses for improving approximate query answers,"s acharya , p gibbons , v poosala , s ramaswarmy","proc . of acm sigmod conf ,",
4765,on the semantics of,"j clifford , c dyreson , t isakowitz , cs jensen , r","nowâ ?? in databases , â ?? acm transactions on database systems ,",
4766,mining frequent itemsets using support constraints,"k wang , y he , j han","vldb ,",2000
4767,agflow : agent-based cross-enterprise workflow management system ( demonstration paper ),"l zeng , b benatallah , ahh ngu , p nguyen",proceedings of 27th international conference on very large,
4768,describing and using query capabilities of heterogeneous sources ( extended version ),"v vassalos , y papakonstantinou",,1997
4769,approximate frequency counts over streaming data,"g manku , r motwani","proceedings of the 28th international conference on very & hellip ; ,",
4770,approximate query answering using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim","vldb journal ,",
4771,relational databases for querying xml documents : limitations and objectives,"j shanmugasundaram , k tufte , g he , c zhang , d","proceedings of the 25th vldb conference ,",
4772,spatio-temporal retrieval with rasdaman,"p baumann , a dehmel , p furtado , r ritsch , n","proceedings of the international conference on very large & hellip ; ,",1999
4773,naos : efficient and modular capabilities in an object-oriented database system,"c collet , t coupaye , t svensen","20 thint . conf . on vldb ,",
4774,the incinerate data model,hv jagadish,"acm transactions on database systems ,",1995
4775,efficient and extensible algorithms for multi query optimization . acm sigmod intl,"p roy , s seshadri , s sundarshan , s bhobe",conference on management of data,
